,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
0,0.5123822868861587,-1.0986709906057754,-2.0261905170396433,0.8470063350822545,-0.3052822455717036,0.8030655983891021,0.2747340116235936,0.04941411089861758,-0.0016541379582639942,0.0
1,-0.8984810086437618,0.3760923191849846,2.0814550783628523,0.5630772037268709,-0.5832938365642831,1.0397416056473068,-0.06950319660438074,-0.05459403159707543,-0.0006707261135673608,0.0
2,-0.9815822800450754,-0.8213694866774899,-0.7752002546880891,1.4438804290282217,-0.9538126204499264,-0.817909033903579,-0.24701163800355067,-0.04889518090332664,0.0016555435479883324,0.0
3,-1.4734825418392339,-2.039303372835602,1.1749484879031242,-1.1731618756758688,-0.3740834955041477,-0.2364657169484091,-0.10927382097606202,0.09645019088787919,-0.00054619401708359,0.0
4,0.8146646042226692,3.105791692174191,-0.6936971044926094,-0.7436553611628542,-0.8226005088538195,-0.02864580263439008,-0.17004672069406285,0.05155085277026519,-1.7239114279235175e-06,0.0
5,-1.7085936956716794,0.8420371091452735,0.12660839518489225,0.6298082789186643,1.1524219564415785,-0.3657128203684094,-0.004767891703154753,0.00391726727176643,-0.00841607270520503,0.0
6,-1.8420335633656146,0.8213376412208709,0.28151767724507537,0.5757924182093912,1.0037064800593367,-0.06330293933410643,0.17445179819752604,0.029273852790978383,0.008521263977159488,0.0
7,-0.19587873638689784,0.012185102197743448,-0.02720446990939293,-1.3849035441882716,-0.4338059001428118,-0.43100352688791527,0.49343353205379087,-0.07663927897079156,-0.000556673085171619,0.0
8,5.258725628420901,-0.39420220567937364,1.1058221752391997,0.5525602441417446,0.3943065855420697,-0.31250383167710216,0.024783543230625753,0.01039528468804785,0.0002984842172884922,0.0
9,0.5142793064225339,-0.8038978081248226,-1.2480594678054089,-1.3104041280801526,0.9224435850437076,0.4127364677175025,-0.36679961712432474,-0.06087306783636144,0.0013702360482833616,0.0
